"SbjNum","Nquest","Data_ENTREVISTA","MUN","UF","REG","T_ZONA","T_RESID","D02","T_D01A_1","T_D01A_2","T_D01A_3","D01A_IDADE","D01A_FX_ID","D03","D06","D06a","D08","D07a","Q01","Q02a","Q02b","Q02c","Q02d","Q02e","Q02f","Q02g","Q03","Q04a","Q04b","Q04c","Q04d","Q05a","Q05b","Q05c","Q06","Q07a","Q07b","Q07c","Q07d","Q07e","Q07f","Q07g","Q07h","Q07i","Q07j","Q07l","Q07m","Q07n","Q07o","Q08","Q08b","Q09","Q10P1a","Q10P1b","Q10P2a","Q10P2b","Q10G1","Q10G2","Q10CD","Q10AL","Q10AL_DF","Q10S","Q11a","Q11b","Q11c","Q12","Q13","Q14A","Q14A2","Q14B","Q14B_agregada","Q14B2","Q14B2_agregada","Q14G1","Q14G1_agregada","Q14G2","Q14G2_agregada","Q14S1","Q14S1_agregada","Q14S2","Q14S2_agregada","Q14CD","Q14CD_agregada","Q14AL","Q14AL_agregada","Q14AL_DF","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q19","Q22","Q23a","Q23b","Q23c","Q23d","Q24","Q25a","Q25b","Q26a","Q26b","Q27a","Q27b","Q27c","Q27d","Q28_codigos_desagregados","Q28_codigos_agregados1","Q29","Q30a","Q30b","Q30c","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32","D04","D05","D09_RENDAF","D09a_FX_RENDAF","D09a_RENDAF","D11","D10","D10a","D12_COR","D12a","D20","ID_entrevistador","sexo_entrevistador","peso"
"177340202",753.0,"11/25/2022",3541000,35,1,1,1,1,7.0,7.0,1971.0,51.0,5,4,2,1,2,3,3,0,2,0,0,0,4,,2,4,4,2,2,5,2,2,8,4,3,4,1,3,3,3,1,4,1,3,3,1,1,5,4,5,1,6,1,2,50,50,50,50,,50,1,,,2,1,97,97,,,,,,,,,,,,,,,,,,5,2,10,5,1,10,2,2,5,1,96,96,96,2,0,0,96,0,10,8,0,2,5,0,4,0,5,0,97,96,97,0,96,96,96,97,97,97,97,96,0,5,2,1,4,3,3,5,1,2,3,4,1,1,2,12,12,1,2,1,1,2,2,2,1,2,2,2,2,97,1,2,1,1,1,2,1,2,2200,2,,2,3,,5,1,4.0,138.0,2,0.488187893798886
"177340434",754.0,"11/25/2022",2304400,23,2,1,1,2,2.0,8.0,1962.0,60.0,6,7,4,1,5,3,4,0,7,1,2,2,7,1,5,2,3,2,1,2,2,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,1,4,1,1,23003,,97,97,,23001,3,,,3,5,1,1,97,3,97,3,23002,1,,,97,3,97,3,97,3,97,3,,5,5,5,4,5,2,5,5,5,5,5,5,5,5,8,8,8,7,5,5,5,4,4,5,6,96,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,,,3,5,5,4,4,5,5,5,2,40,40,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,20000,7,,1,3,,2,3,3.0,156.0,1,2.43381517501689
"177341174",755.0,"11/25/2022",1507904,15,4,1,1,2,14.0,11.0,1961.0,61.0,6,4,15,,,,4,0,0,0,0,0,0,,4,4,4,2,2,4,4,1,0,3,3,1,1,3,3,3,1,3,3,3,3,1,3,5,4,5,1,98,98,,15004,,97,97,,15006,,,,3,2,1,1,11,1,1,1,15003,1,15001,1,97,3,97,3,97,3,97,3,,2,96,97,97,96,4,97,96,96,97,96,96,96,3,4,0,96,96,3,2,96,96,96,3,96,96,3,95,95,95,95,95,95,95,95,95,10,95,95,95,95,5,2,2,,,2,5,3,4,4,2,4,1,2,97,97,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1800,2,,1,3,,8,2,7.0,153.0,1,1.22592059849571
"177341228",756.0,"11/25/2022",2507507,25,2,1,2,1,1.0,2.0,1988.0,34.0,3,7,2,1,2,3,3,0,0,0,7,7,7,3,5,1,2,2,1,2,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,1,6,4,,25007,,97,97,,97,,,,2,1,1,1,5,1,1,1,25005,1,,,25001,1,97,3,97,3,97,3,,1,96,96,96,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,95,0,95,95,0,10,96,96,96,96,96,96,96,0,1,2,2,,,3,4,1,4,3,3,4,4,1,1,1,1,1,1,1,1,2,2,1,3,1,2,97,97,1,1,1,1,1,2,1,1,2600,3,,2,5,86,9,1,2.0,137.0,2,0.611049631023552
"177341249",757.0,"11/25/2022",3170206,31,1,1,1,1,14.0,4.0,1971.0,51.0,5,7,4,1,5,2,1,0,0,0,7,7,7,3,1,1,5,5,1,5,5,5,0,4,1,4,3,2,4,3,4,1,1,1,1,1,3,1,1,5,1,4,1,1,31010,,293,369,,31003,2,,,4,5,1,1,9,1,2,1,31008,1,31001,1,97,3,97,3,116,1,171,1,,2,96,10,96,96,0,96,96,96,0,2,96,10,5,0,10,96,96,0,0,0,0,0,0,10,96,0,96,10,96,96,0,96,96,96,0,97,97,10,96,10,5,2,2,,,1,1,1,3,3,4,4,3,1,40,40,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,3,2,3000,3,,1,5,14,8,2,2.0,110.0,2,0.782609096153591
"177341341",758.0,"11/25/2022",4113700,41,5,1,1,1,25.0,7.0,1953.0,69.0,7,2,13,,,,3,0,7,3,0,0,0,,5,1,4,1,5,5,3,1,5,3,3,3,3,4,2,4,4,1,3,3,3,3,3,1,4,2,1,4,1,1,41002,,97,97,,41010,3,,,3,5,5,5,,,,,,,,,,,,,,,,,,5,0,8,96,96,0,0,0,0,0,0,0,0,0,3,10,5,96,0,0,0,0,0,0,0,0,0,5,95,95,95,0,4,95,95,95,95,95,95,2,10,5,2,2,,,3,1,1,3,3,2,2,3,1,97,97,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,3,3,1,2,1,2,4500,4,,2,5,39,2,3,3.0,140.0,1,1.4397675230985
"177341346",759.0,"11/25/2022",2611101,26,2,1,1,1,8.0,9.0,1967.0,55.0,6,4,4,1,5,3,1,0,2,0,3,7,7,3,1,1,1,1,2,5,1,97,10,1,1,3,1,3,3,3,3,3,3,3,3,3,1,5,4,5,5,,5,,,,,,,,,,4,4,5,1,1,5,1,1,1,26005,1,,,26007,1,26007,1,97,3,97,3,,5,10,0,3,5,10,3,3,3,8,3,3,3,3,0,0,5,0,10,10,5,3,8,10,5,2,10,95,10,0,0,0,10,10,10,0,10,10,10,10,0,4,1,,4,1,2,5,5,3,4,5,5,4,2,5,5,97,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,4,2,1200,1,,4,3,,5,3,1.0,157.0,2,1.22462936990918
"177341622",760.0,"11/25/2022",3541000,35,1,1,1,2,23.0,6.0,1988.0,34.0,3,6,4,1,2,3,1,0,0,7,5,7,7,3,1,1,5,3,1,1,2,4,4,2,1,4,4,2,4,4,4,1,1,1,2,4,4,1,1,1,1,4,1,1,35009,35002,251,255,,35008,1,,,1,5,5,5,,,,,,,,,,,,,,,,,,5,5,5,5,5,0,5,5,5,5,5,5,5,5,4,5,96,96,0,0,0,96,0,0,5,96,0,97,10,97,97,0,97,97,97,97,96,97,96,97,10,4,2,2,,,2,5,5,4,3,5,5,5,2,97,97,97,2,1,1,1,2,2,2,2,1,2,1,2,1,3,3,3,1,2,1,2,3300,3,,1,5,2,8,2,5.0,142.0,2,1.05599919904409
"177341908",761.0,"11/25/2022",2304400,23,2,1,1,2,15.0,1.0,1960.0,62.0,6,1,4,1,5,3,1,0,7,7,0,0,0,,2,5,5,1,1,5,2,4,0,4,1,4,4,4,1,4,1,3,4,1,1,1,4,5,2,5,1,6,1,2,23003,,97,97,,23001,2,,,2,2,1,1,97,3,2,1,23002,1,,,23002,1,23002,1,97,3,97,3,,3,0,0,0,0,9,8,10,10,8,0,10,10,5,9,10,0,0,10,5,3,5,6,10,8,0,8,8,0,0,8,10,8,6,10,9,5,10,10,10,10,1,2,2,,,3,5,5,4,4,4,5,4,1,97,97,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,6,2,700,1,,2,3,,5,1,8.0,156.0,1,0.692107060366807
"177341989",762.0,"11/25/2022",5107909,51,3,1,1,2,17.0,11.0,1998.0,24.0,2,7,2,1,3,2,4,7,0,0,0,7,4,,4,1,4,5,5,4,3,3,8,2,2,1,2,4,1,4,1,1,2,1,2,2,2,2,3,3,4,,1,50,,,,,,,,,,97,1,1,1,3,1,50,4,51002,1,,,51010,1,70,5,97,3,97,3,,5,96,5,96,96,6,5,96,4,96,96,96,96,6,8,6,5,96,6,96,96,96,96,6,96,96,96,4,6,96,96,5,6,96,96,96,96,96,96,7,5,2,2,2,,,3,5,5,3,3,4,4,3,1,13,13,1,2,2,2,1,1,1,3,2,1,2,1,1,1,2,1,1,1,2,1,2,3500,3,,5,3,,9,1,5.0,107.0,2,0.745368252026154
"177342754",763.0,"11/25/2022",1507904,15,4,1,1,2,19.0,10.0,1987.0,35.0,4,6,4,1,5,3,3,7,7,0,0,0,7,1,2,1,1,4,2,4,4,4,5,1,3,1,1,3,3,4,1,1,3,1,3,3,3,3,3,2,1,4,1,2,15004,,97,97,,97,2,,,2,2,1,1,9,1,2,1,15003,1,15001,1,97,3,97,3,97,3,97,3,,5,3,96,96,96,9,96,6,9,9,96,96,96,96,7,9,96,96,9,6,96,8,96,8,96,96,8,8,3,4,7,6,7,4,7,7,3,2,95,7,8,2,2,2,,,3,5,5,2,3,4,4,4,1,71,13,2,1,1,2,2,1,1,2,2,2,2,2,97,1,1,1,1,2,1,3,2,1200,1,,1,3,,8,2,4.0,153.0,1,0.733919447503803
"177342825",764.0,"11/25/2022",4314902,43,5,1,1,2,24.0,3.0,1980.0,42.0,4,8,4,1,5,3,1,1,7,0,3,7,7,1,2,1,1,1,1,4,2,2,8,2,2,2,1,2,2,3,3,2,3,3,3,3,2,5,3,4,1,6,1,2,43003,43001,400,396,,43005,1,,,2,4,1,1,5,1,1,1,43006,1,43001,1,97,3,97,3,97,3,219,1,,5,8,1,3,1,10,8,8,7,7,96,96,96,6,7,0,96,96,9,7,96,6,7,8,96,96,9,8,10,10,10,0,3,95,4,0,95,95,95,4,1,2,1,,4,2,2,5,5,2,3,4,4,4,1,,,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,3,2,2,1,2,10000,5,,3,5,3,2,3,5.0,154.0,2,1.57281083604023
"177342837",765.0,"11/25/2022",3541000,35,1,1,1,2,9.0,12.0,1971.0,50.0,5,9,4,1,2,3,3,0,3,0,7,0,7,1,4,2,5,5,5,2,4,4,0,3,2,2,3,4,4,2,3,4,3,3,3,3,3,5,4,5,1,8,5,,60,,60,60,,35008,,,,4,3,1,1,9,1,2,1,35001,1,35001,1,35008,1,35005,1,97,3,97,3,,5,3,2,96,96,5,5,5,3,0,96,96,96,5,8,0,3,3,5,7,5,3,0,2,3,3,10,6,0,96,10,0,0,10,10,0,97,97,97,10,0,4,1,,4,3,2,4,4,4,4,4,5,5,1,9,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,2,1,1,2,2,4,2,6000,4,,6,3,,8,2,1.0,142.0,2,0.821481042304655
"177343152",766.0,"11/25/2022",3170206,31,1,1,1,2,10.0,1.0,1997.0,25.0,3,8,2,1,2,3,3,0,0,0,0,2,0,,2,1,5,2,5,5,2,1,5,4,4,3,3,4,4,4,4,4,3,4,3,3,3,2,2,2,1,4,1,1,31010,,97,97,,31005,1,,,2,4,1,1,9,1,2,1,31008,1,31001,1,50,4,50,4,97,3,97,3,,5,2,5,0,1,0,2,2,2,0,0,2,96,96,0,5,96,0,0,0,96,0,0,5,96,96,5,0,10,10,0,0,97,0,97,0,0,10,10,97,10,3,2,2,,,2,5,5,4,4,4,4,3,1,13,13,2,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2,1,1,3500,3,,4,5,1,8,2,4.0,110.0,2,0.928331713677541
"177343363",767.0,"11/25/2022",2304400,23,2,1,1,1,7.0,7.0,1968.0,54.0,5,4,2,1,3,3,3,0,7,0,0,0,0,,1,1,1,4,5,1,1,1,10,3,1,1,1,3,3,3,1,1,3,1,1,3,1,1,1,2,1,1,1,1,23001,,97,151,,23004,1,,,3,5,1,1,5,1,2,1,23002,1,,,97,3,97,3,97,3,97,3,,5,0,0,0,0,0,0,10,10,0,0,10,0,0,10,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,10,1,2,2,,,3,5,1,4,3,5,5,3,1,9,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,3,2,1222,2,,6,3,,5,1,4.0,156.0,1,0.572141310208832
"177343564",768.0,"11/25/2022",5107909,51,3,1,1,1,4.0,8.0,1964.0,58.0,6,3,4,1,5,3,3,7,7,7,0,0,0,,5,1,2,1,1,5,2,1,9,3,1,3,3,3,1,3,1,1,3,1,1,1,1,2,2,3,1,4,1,1,51002,,97,97,,51006,3,,,3,5,1,1,9,1,2,1,70,5,,,97,3,70,5,97,3,97,3,,5,0,10,5,4,0,8,7,4,3,2,5,6,4,5,10,6,5,0,2,3,2,3,4,5,4,3,96,10,5,3,2,3,4,4,5,5,3,4,5,10,2,1,,24,2,3,4,4,3,3,4,2,3,2,97,97,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,6000,4,,5,3,,5,2,4.0,107.0,2,1.45717833871789
"177343685",769.0,"11/25/2022",3543907,35,1,1,1,2,27.0,5.0,1981.0,41.0,4,10,4,1,2,3,1,0,1,0,0,7,7,2,1,1,5,5,1,5,5,4,0,3,2,4,2,3,4,2,2,2,2,1,1,1,3,1,1,1,1,4,1,1,35010,35002,456,290,,35003,1,,,4,5,1,1,9,1,2,1,35001,1,35001,1,35008,1,97,3,97,3,97,3,,5,0,5,96,96,0,0,96,0,0,0,7,96,0,0,10,0,5,0,0,5,96,0,0,10,96,0,2,10,97,97,0,2,2,0,0,0,9,97,3,10,5,2,2,,,3,1,1,3,3,4,4,2,1,11,11,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,6000,4,,2,5,78,2,3,4.0,118.0,1,1.09559607550378
"177343990",770.0,"11/25/2022",4113700,41,5,1,1,2,22.0,1.0,1995.0,27.0,3,7,2,1,2,3,3,0,0,0,3,3,7,2,4,4,2,5,4,5,5,2,5,2,2,3,1,2,2,4,3,4,3,2,1,1,3,5,4,4,1,50,5,,50,,50,50,,50,,,,3,1,1,1,50,4,1,1,97,3,,,97,3,97,3,97,3,97,3,,3,96,4,96,5,10,5,9,0,5,96,96,96,96,3,0,5,96,10,5,96,96,10,5,96,5,96,96,96,5,5,0,5,5,5,5,95,95,95,95,5,4,2,2,,,2,5,5,4,4,4,4,5,1,12,12,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,3,2,1200,1,,2,10,,4,5,1.0,140.0,1,0.22924248700544
"177344319",771.0,"11/25/2022",3543907,35,1,1,1,2,27.0,4.0,1958.0,64.0,6,9,13,,,,2,4,4,0,0,7,0,,1,1,1,5,5,5,1,1,0,2,2,4,1,4,2,4,4,2,2,2,2,2,2,2,2,1,1,4,1,1,35010,35002,97,97,,35003,1,,,4,1,1,1,9,1,2,1,35005,1,35001,1,35008,1,35012,1,97,3,97,3,,5,96,96,96,96,0,0,96,5,96,5,96,96,5,5,8,96,96,5,0,96,96,96,5,5,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,4,2,2,,,2,4,97,4,2,5,4,2,1,51,13,1,2,2,2,1,1,1,2,2,2,1,2,2,1,97,2,2,2,2,1,2,6000,4,,1,4,,2,3,2.0,120.0,1,1.05018420037028
"177344320",772.0,"11/25/2022",3543907,35,1,1,1,1,17.0,3.0,1998.0,24.0,2,9,2,1,2,2,1,0,5,2,0,0,7,2,1,1,1,5,2,5,2,5,4,2,2,3,1,3,2,3,2,1,2,1,1,2,2,2,2,1,1,4,1,1,35010,35002,97,464,,35003,1,,,1,3,1,1,11,1,60,4,35004,1,35002,1,97,3,97,3,97,3,97,3,,5,5,10,96,96,5,2,5,2,2,96,10,8,5,5,8,96,5,2,0,5,5,0,8,10,96,5,4,10,95,95,0,3,4,4,0,95,8,8,4,7,5,1,,24,1,3,5,5,97,2,4,4,5,1,40,40,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,3,2,7000,5,,2,5,2,9,1,3.0,120.0,1,0.892840668269293
"177344334",773.0,"11/25/2022",1507904,15,4,1,1,2,20.0,11.0,1995.0,27.0,3,6,15,,,,2,0,3,0,0,0,7,2,4,4,4,5,4,5,2,2,5,3,3,2,1,4,3,4,1,4,4,3,4,3,3,5,3,4,1,6,1,2,15004,,97,97,,97,2,,,4,1,1,1,97,3,2,1,15003,1,15001,1,97,3,97,3,97,3,97,3,,3,5,6,4,96,8,96,96,0,96,4,96,96,7,8,0,5,4,10,6,5,8,5,9,7,6,8,95,7,95,3,6,95,95,97,96,96,95,95,97,8,4,1,,4,2,3,3,4,3,3,1,2,3,2,97,97,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,999997,97,1,1,3,,8,2,4.0,153.0,1,0.784715321324294
"177344649",774.0,"11/25/2022",2408102,24,2,1,1,1,26.0,7.0,1982.0,40.0,4,3,2,1,2,3,1,0,0,0,7,7,7,2,5,1,5,3,1,5,2,1,5,3,2,4,1,3,3,3,1,1,3,1,1,1,3,1,2,1,1,4,1,1,24005,,377,343,,24009,1,,,4,5,1,1,9,1,2,1,24002,1,24002,1,24003,1,97,3,97,3,97,3,,5,0,4,3,3,0,0,2,2,0,1,3,4,2,2,8,8,6,0,3,4,0,0,0,10,0,0,0,10,5,10,0,2,2,0,0,10,10,10,97,10,5,1,,24,2,3,5,5,4,2,3,3,3,1,8,7,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1600,2,,1,5,1,7,1,3.0,158.0,2,0.604707300077172
"177344815",775.0,"11/25/2022",5107909,51,3,1,1,1,1.0,9.0,1994.0,28.0,3,7,4,1,5,2,3,2,7,0,0,0,0,,5,1,5,1,1,5,5,5,6,4,4,3,3,3,3,3,3,1,3,3,3,3,2,5,4,5,1,6,1,2,51002,,224,97,,51006,2,,,2,1,1,1,5,1,1,1,51002,1,,,51001,1,51004,1,97,3,97,3,,1,5,96,6,96,8,8,6,6,6,96,96,6,7,8,8,2,2,8,8,2,2,3,1,1,1,5,0,2,6,7,2,6,6,6,2,96,96,2,6,0,4,2,1,4,2,2,5,5,3,4,5,5,1,1,11,11,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,3,2,3000,3,,2,5,1,7,1,3.0,107.0,2,0.557094751232788
"177345182",776.0,"11/25/2022",2611101,26,2,1,1,1,1.0,8.0,1982.0,40.0,4,8,2,3,3,3,3,6,0,0,5,6,6,,3,1,1,5,5,5,3,1,10,4,4,3,3,4,3,4,3,3,3,3,3,3,4,5,4,5,5,,5,,,,,,,,,,2,2,5,4,4,,,,,,,,,,,,,,,,,,5,5,0,96,5,10,1,1,2,5,96,5,96,5,5,0,0,0,10,5,5,5,2,2,2,2,10,0,10,96,0,0,0,10,10,0,0,0,0,10,10,2,2,2,,,3,4,5,4,4,2,2,2,1,21,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,3,2,2000,2,,5,97,,8,2,1.0,157.0,2,0.517459331397145
"177345254",777.0,"11/25/2022",2304400,23,2,1,1,1,14.0,8.0,1997.0,25.0,3,7,2,1,2,3,1,0,0,0,7,7,7,1,2,1,1,5,4,5,5,1,8,2,3,1,1,3,3,2,2,4,3,3,3,4,2,5,4,5,1,6,1,2,23003,,97,97,,23001,1,,,1,1,1,1,3,1,1,1,23002,1,,,97,3,97,3,97,3,97,3,,5,6,0,3,1,7,5,5,6,8,4,3,0,0,9,0,0,0,9,3,0,0,10,8,0,0,3,4,6,5,6,3,5,5,5,2,4,5,7,5,4,1,1,,4,1,2,5,5,3,3,2,1,4,2,15,5,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,3,2,1500,2,,6,97,,8,2,4.0,156.0,1,0.629361773609333
"177345398",778.0,"11/25/2022",3543907,35,1,1,1,2,24.0,1.0,1966.0,56.0,6,7,4,1,2,3,1,0,0,1,7,7,7,3,2,2,4,5,1,5,2,1,5,4,4,2,1,4,2,2,2,4,1,1,2,2,4,2,2,2,1,4,1,1,35010,35002,171,484,,35003,1,,,4,5,1,1,9,1,2,1,35001,1,35001,1,97,3,97,3,97,3,97,3,,5,0,5,96,0,0,0,96,5,0,96,96,96,96,0,10,96,96,0,3,0,2,0,0,9,96,0,97,10,96,96,95,96,96,96,96,96,96,96,96,5,4,2,2,,,3,5,5,4,3,3,3,5,1,97,97,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,9000,5,,1,3,,7,1,6.0,118.0,1,0.957663668772222
"177346073",779.0,"11/25/2022",5208707,52,3,1,1,1,20.0,5.0,1960.0,62.0,6,4,4,1,5,3,4,7,7,0,0,0,0,,4,4,4,2,2,1,2,2,0,1,2,2,2,3,1,2,1,1,1,1,1,1,1,97,2,4,1,4,1,1,97,,97,97,,97,2,,,3,5,1,1,9,1,2,1,97,3,,,97,3,97,3,97,3,97,3,,5,0,0,96,96,0,0,96,96,96,96,96,96,96,5,10,96,96,0,0,96,96,96,0,0,0,96,96,96,95,96,96,95,96,96,96,96,96,96,96,10,2,2,2,,,3,2,2,97,3,4,4,5,2,97,97,97,2,2,2,1,2,1,1,2,1,2,1,97,1,2,1,1,2,1,5,2,999998,99,99,3,3,,5,1,2.0,141.0,1,0.528460832114968
"177346223",780.0,"11/25/2022",3170206,31,1,1,1,2,21.0,4.0,1977.0,45.0,5,7,15,,,,3,3,2,0,3,7,2,,2,2,1,1,2,2,1,1,8,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,4,4,1,4,1,1,31010,,320,97,,97,3,,,2,3,1,1,9,1,2,1,31008,1,31001,1,50,4,50,4,234,3,97,3,,5,96,96,96,96,4,96,2,5,2,4,6,7,8,0,8,0,0,5,0,0,0,2,2,2,2,6,97,97,97,7,5,7,8,8,97,7,7,8,5,10,4,2,2,,,3,5,5,3,3,5,4,4,1,20,20,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2000,2,,2,5,24,2,3,3.0,110.0,2,0.715982638972549
"177346356",781.0,"11/25/2022",5107909,51,3,1,1,1,28.0,6.0,2004.0,18.0,2,6,3,1,3,3,3,0,2,7,7,7,7,3,1,1,1,1,1,5,1,1,7,3,3,2,2,4,2,3,1,1,3,1,1,1,3,1,2,3,1,4,1,1,51002,,97,97,,51006,2,,,2,1,3,3,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,10,1,1,1,1,1,1,1,1,1,1,4,5,96,96,96,0,96,96,96,95,96,96,96,96,10,2,2,2,,,2,5,5,3,3,5,5,5,1,12,12,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,3,2,999997,97,4,4,5,6,8,2,3.0,107.0,2,1.0588835030034
"177346525",782.0,"11/25/2022",3131307,31,1,1,1,2,12.0,4.0,1995.0,27.0,3,7,4,1,5,3,2,0,0,0,5,3,7,2,2,1,1,5,5,5,4,1,10,3,3,2,1,3,2,3,3,3,2,1,2,2,3,2,2,2,1,4,1,1,31010,,103,97,,31003,1,,,3,4,1,1,9,1,2,1,31008,1,31001,1,97,3,97,3,154,1,97,3,,5,96,8,96,5,0,4,5,0,0,96,3,96,0,5,10,96,96,0,0,96,96,0,0,96,96,4,97,10,97,97,0,5,5,5,0,6,97,3,5,10,4,2,2,,,2,5,5,3,3,4,3,2,1,7,7,2,1,1,2,1,1,1,2,2,1,2,1,2,3,1,1,1,3,2,1,2,3500,3,,2,5,2,8,2,4.0,112.0,2,1.05599919904409
"177346526",783.0,"11/25/2022",3131307,31,1,1,1,2,8.0,7.0,1994.0,28.0,3,7,4,2,5,3,2,0,3,0,3,3,7,1,2,97,2,4,4,5,5,3,7,3,2,1,1,3,3,4,2,2,2,1,1,1,3,2,2,2,1,4,1,1,31010,,232,50,,50,2,,,3,3,1,1,9,1,2,1,31008,1,31001,1,50,4,50,4,97,3,97,3,,4,4,4,96,3,1,6,96,5,1,96,96,96,4,3,8,96,96,1,2,96,96,96,5,96,96,5,3,8,97,97,1,4,97,97,1,97,97,97,97,10,3,2,1,24,2,2,5,5,3,2,2,3,4,2,15,5,1,2,1,2,1,2,2,3,2,2,2,2,97,1,97,1,1,3,2,2,2,2500,3,,3,5,2,8,2,3.0,112.0,2,1.05599919904409
"177346527",784.0,"11/25/2022",3131307,31,1,1,1,2,11.0,2.0,1982.0,40.0,4,9,4,2,5,3,3,0,2,0,2,5,4,,2,1,5,5,2,2,2,4,8,3,3,3,1,3,3,3,3,2,3,1,1,3,3,2,2,3,1,4,1,1,31002,,97,282,,31003,2,,,3,5,1,1,9,1,2,1,31008,1,31001,1,31012,1,31007,1,97,3,97,3,,3,7,9,5,5,2,5,5,8,6,5,5,5,5,3,8,3,1,0,0,1,3,2,1,3,1,0,5,10,6,5,0,5,5,6,97,6,7,5,5,8,4,2,1,24,3,3,5,5,4,4,2,4,3,1,40,40,2,2,1,1,1,1,1,1,2,2,2,3,2,1,97,3,2,2,2,1,2,12000,5,,1,5,2,8,2,4.0,112.0,2,1.5093322883827
"177346879",785.0,"11/25/2022",1507904,15,4,1,1,1,22.0,9.0,1975.0,47.0,5,4,4,1,5,3,3,0,5,5,0,2,3,,2,1,1,5,1,2,2,1,8,3,3,1,3,3,3,3,3,3,3,1,3,1,3,3,3,2,1,6,1,2,15004,,97,379,,15001,1,,,3,4,1,1,97,3,1,1,15005,1,15001,1,15012,1,97,3,97,3,97,3,,2,96,5,96,96,5,5,5,5,96,96,96,96,5,5,5,96,5,5,5,96,96,96,5,5,96,5,3,7,3,4,7,6,3,7,7,3,4,4,7,2,4,2,2,,,3,5,5,3,3,2,1,2,1,9,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1800,2,,2,5,14,9,1,3.0,153.0,1,0.597450627267031
"177347000",786.0,"11/25/2022",1302603,13,4,1,1,2,17.0,11.0,2004.0,18.0,2,6,4,1,5,3,3,0,3,0,1,7,7,2,4,1,1,1,1,4,1,1,8,3,97,3,3,3,3,3,4,1,3,1,1,1,1,1,2,1,1,4,1,1,13008,13002,97,97,,97,2,,,4,5,3,3,,,,,,,,,,,,,,,,,,5,0,0,96,97,0,3,3,97,96,96,96,96,96,5,10,5,6,0,3,2,0,3,96,96,3,4,10,6,3,96,3,95,95,95,95,95,3,3,95,9,4,2,2,,,3,5,1,3,4,3,3,3,2,97,97,1,1,1,1,97,1,3,2,2,2,1,2,1,1,1,1,1,1,1,2,2,3000,3,,3,5,997,9,2,8.0,152.0,1,1.44812940707045
